_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId,brand_name
5ff8da680a720f05c5000019,5,All-receipts receipt bonus,2021-01-08T22:19:20.000000Z,2021-01-08T22:19:20.000000Z,2021-01-08T22:19:21.000000Z,2021-01-08T22:19:21.000000Z,2021-01-08T22:19:21.000000Z,1005,2021-01-07T22:19:20.000000Z,1,FINISHED,1,54943462e4b07e684157a532,
5ff873e30a720f052300064c,5,All-receipts receipt bonus,2021-01-08T15:01:55.000000Z,2021-01-08T15:01:55.000000Z,2021-01-08T15:01:56.000000Z,2021-01-08T15:02:00.000000Z,2021-01-08T15:01:56.000000Z,5,2021-01-08T00:00:00.000000Z,1,FINISHED,28,5ff873ddb3348b11c9337733,
5ff8cea10a7214adca00000b,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-06T21:29:05.000000Z,2021-01-06T21:29:05.000000Z,2021-01-08T21:29:15.000000Z,2021-01-08T21:29:15.000000Z,2021-01-08T21:29:15.000000Z,1999.6,2021-01-05T21:29:05.000000Z,2,FINISHED,1,5ff8ce8504929111f6e913cb,
5ff874050a7214ada100065d,5,All-receipts receipt bonus,2021-01-08T15:02:29.000000Z,2021-01-08T15:02:29.000000Z,2021-01-08T15:02:34.000000Z,2021-01-08T15:02:34.000000Z,2021-01-08T15:02:29.000000Z,5,2021-01-07T15:02:29.000000Z,2,FINISHED,1,5ff873d1b3348b11c9337716,
5ff8da620a7214adca00001d,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08T22:19:14.000000Z,2021-01-08T22:19:14.000000Z,,2021-01-08T22:19:15.000000Z,2021-01-08T22:19:14.000000Z,750,2021-01-07T22:19:14.000000Z,1,FLAGGED,1,5ff8da62b3348b11c9337b21,
5ff8da820a720f05c5000020,5,All-receipts receipt bonus,2021-01-08T22:19:46.000000Z,2021-01-08T22:19:46.000000Z,2021-01-08T22:19:46.000000Z,2021-01-08T22:19:51.000000Z,2021-01-08T22:19:46.000000Z,5,2021-01-08T00:00:00.000000Z,2,FINISHED,20,5ff8da7eb3348b11c9337b72,
5ff8da390a7214adca000013,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08T22:18:33.000000Z,2021-01-08T22:18:33.000000Z,2021-01-08T22:18:34.000000Z,2021-01-08T22:18:34.000000Z,2021-01-08T22:18:34.000000Z,350,2021-01-01T00:00:00.000000Z,1,FINISHED,10,5ff8da28b3348b11c9337ac6,VASELINE
5ff873df0a7214ada1000652,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08T15:01:51.000000Z,2021-01-08T15:01:51.000000Z,2021-01-08T15:01:51.000000Z,2021-01-08T15:01:56.000000Z,2021-01-08T15:01:51.000000Z,300,2021-01-08T00:00:00.000000Z,2,FINISHED,24,5ff873ddb3348b11c9337733,
5ff8da7f0a7214adca000022,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08T22:19:43.000000Z,2021-01-08T22:19:43.000000Z,2021-01-08T22:19:43.000000Z,2021-01-08T22:19:48.000000Z,2021-01-08T22:19:43.000000Z,250,2021-01-08T00:00:00.000000Z,4,FINISHED,26,5ff8da7eb3348b11c9337b72,
5ff8da7f0a720f05c500001d,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08T22:19:43.000000Z,2021-01-08T22:19:43.000000Z,2021-01-08T22:19:43.000000Z,2021-01-08T22:19:48.000000Z,2021-01-08T22:19:43.000000Z,500,2021-01-08T00:00:00.000000Z,5,FINISHED,20,5ff8da7eb3348b11c9337b72,
5ff8da800a720f05c500001e,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08T22:19:43.000000Z,2021-01-08T22:19:43.000000Z,2021-01-08T22:19:44.000000Z,2021-01-08T22:19:49.000000Z,2021-01-08T22:19:44.000000Z,300,2021-01-08T00:00:00.000000Z,2,FINISHED,28,5ff8da7eb3348b11c9337b72,
5ff8c4fb0a7214adca000006,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08T20:47:55.000000Z,2021-01-08T20:47:55.000000Z,2021-01-08T20:47:56.000000Z,2021-01-08T20:47:56.000000Z,2021-01-08T20:47:56.000000Z,600,2021-01-01T00:00:00.000000Z,1,FINISHED,10,5ff8c4e8b3348b11c9337a11,DOVE
5fa5b0ca0a720f05ef0000bf,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-11-05T20:23:38.000000Z,2020-11-05T20:23:38.000000Z,2021-01-08T21:44:00.000000Z,2021-01-08T21:44:00.000000Z,2021-01-08T21:44:00.000000Z,189.2,2020-11-04T20:23:38.000000Z,6,FINISHED,14,5fa5b0b720dc5111dd86dcc1,
5ff873f90a720f0523000651,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08T15:02:17.000000Z,2021-01-08T15:02:17.000000Z,2021-01-08T15:02:17.000000Z,2021-01-08T15:02:17.000000Z,2021-01-08T15:02:17.000000Z,250,2021-01-07T15:02:17.000000Z,1,FINISHED,1,5ff873d1b3348b11c9337716,
5ff8c8880a7214adca000008,,,2021-01-08T21:03:04.000000Z,2021-01-08T21:03:04.000000Z,2021-01-08T21:03:05.000000Z,2021-01-08T21:03:05.000000Z,,0,2021-01-08T00:00:00.000000Z,2,FINISHED,6.18,5ff8c88604929111f6e913b7,Classico
5ff8da570a720f05c5000015,,,2021-01-08T22:19:03.000000Z,2021-01-08T22:19:03.000000Z,,2021-01-08T22:19:04.000000Z,,,,0,REJECTED,0,5ff8da28b3348b11c9337ac6,
5ff873d40a720f0523000644,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08T15:01:40.000000Z,2021-01-08T15:01:40.000000Z,2021-01-08T15:01:44.000000Z,2021-01-08T15:01:48.000000Z,2021-01-08T15:01:44.000000Z,750,2021-01-08T00:00:00.000000Z,8,FINISHED,23,5ff873d304929111f6e91096,
5ff8c3a20a7214adca000005,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-08T20:42:10.000000Z,2021-01-08T20:42:10.000000Z,2021-01-08T20:43:03.000000Z,2021-01-08T20:43:03.000000Z,2021-01-08T20:43:03.000000Z,600,2021-01-01T00:00:00.000000Z,1,FINISHED,10,5ff8c330b3348b11c9337a04,alexa
5ff8da550a720f05c5000014,5,All-receipts receipt bonus,2021-01-08T22:19:01.000000Z,2021-01-08T22:19:01.000000Z,2021-01-08T22:19:06.000000Z,2021-01-08T22:19:06.000000Z,2021-01-08T22:19:01.000000Z,1005,2021-01-07T22:19:01.000000Z,2,FINISHED,1,5ff8da28b3348b11c9337ac6,
5ff8da7d0a720f05c500001c,,,2021-01-08T22:19:41.000000Z,2021-01-08T22:19:41.000000Z,,2021-01-08T22:19:41.000000Z,,,,0,FLAGGED,0,5ff8da7db3348b11c9337b6a,
5ffc98b70a720f05c500003d,5,All-receipts receipt bonus,2021-01-11T08:28:07.000000Z,2021-01-11T08:28:07.000000Z,2021-01-11T13:28:10.000000Z,2021-01-11T13:28:10.000000Z,2021-01-11T13:28:10.000000Z,5,2021-01-10T14:00:00.000000Z,1,FINISHED,3.09,5ffc98b604929111f6e923f5,Emerald
5ffcb4d40a7214ad4e000017,,,2021-01-11T20:28:04.000000Z,2021-01-11T20:28:04.000000Z,2021-01-11T20:28:05.000000Z,2021-01-11T20:28:05.000000Z,2021-01-11T20:28:05.000000Z,100,2021-01-04T00:00:00.000000Z,1,FINISHED,10,5ffcb47d04929111f6e9256c,DOVE
5ffc8ffc0a720f05c5000036,150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11T17:50:52.000000Z,2021-01-11T17:50:52.000000Z,2021-01-11T17:50:52.000000Z,2021-01-11T17:50:57.000000Z,2021-01-11T17:50:52.000000Z,150,2021-01-11T00:00:00.000000Z,1,FINISHED,20,5ffc8ff9b3348b11c9338896,
5ffc9d8c0a7214adca000049,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11T18:48:44.000000Z,2021-01-11T18:48:44.000000Z,,2021-01-11T18:48:45.000000Z,2021-01-11T18:48:45.000000Z,750,2021-01-10T18:48:44.000000Z,1,FLAGGED,1,5ffc9d8cb3348b11c9338927,
5ffc9da40a7214adca000050,5,All-receipts receipt bonus,2021-01-11T18:49:08.000000Z,2021-01-11T18:49:08.000000Z,2021-01-11T18:49:08.000000Z,2021-01-11T18:49:13.000000Z,2021-01-11T18:49:08.000000Z,5,2021-01-11T00:00:00.000000Z,5,FINISHED,21,5ffc9da0b3348b11c9338951,
5ffc9daa0a7214adca000054,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11T18:49:14.000000Z,2021-01-11T18:49:14.000000Z,2021-01-11T18:49:15.000000Z,2021-01-11T18:49:15.000000Z,2021-01-11T18:49:15.000000Z,350,2021-01-04T00:00:00.000000Z,1,FINISHED,10,5ffc9d87b3348b11c9338920,CARESS
5ffc8cc20a720f05c5000026,,,2021-01-11T07:37:06.000000Z,2021-01-11T07:37:06.000000Z,2021-01-11T12:38:01.000000Z,2021-01-11T12:38:01.000000Z,,0,2021-01-10T14:00:00.000000Z,1,FINISHED,3.09,5ffc8cc104929111f6e922a3,Classico
5ffc9da10a720f05c5000043,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11T18:49:05.000000Z,2021-01-11T18:49:05.000000Z,2021-01-11T18:49:05.000000Z,2021-01-11T18:49:10.000000Z,2021-01-11T18:49:05.000000Z,750,2021-01-11T00:00:00.000000Z,4,FINISHED,21,5ffc9da0b3348b11c9338951,
5ffcb4b90a720f051500000c,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11T20:27:37.000000Z,2021-01-11T20:27:37.000000Z,2021-01-11T20:27:38.000000Z,2021-01-11T20:27:42.000000Z,2021-01-11T20:27:38.000000Z,750,2021-01-11T00:00:00.000000Z,5,FINISHED,22,5ffcb4b9b3348b11c9338ae7,
5ffca2f30a720f05c5000054,5,All-receipts receipt bonus,2021-01-11T09:11:47.000000Z,2021-01-11T09:11:47.000000Z,2021-01-11T14:11:50.000000Z,2021-01-11T14:11:50.000000Z,2021-01-11T14:11:50.000000Z,5,2021-01-10T14:00:00.000000Z,1,FINISHED,3.09,5ffca2f3b3348b11c9338a10,Emerald
5ffcb4900a720f0515000002,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11T20:26:56.000000Z,2021-01-11T20:26:56.000000Z,,2021-01-11T20:26:57.000000Z,,8950,2021-02-11T20:26:56.000000Z,10,FLAGGED,290,5ffcb47d04929111f6e9256c,Miller Lite
5ffc8fa40a720f05c5000028,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11T17:49:24.000000Z,2021-01-11T17:49:24.000000Z,2021-01-11T17:49:30.000000Z,2021-01-11T17:49:30.000000Z,2021-01-11T17:49:24.000000Z,300,2021-01-10T17:49:24.000000Z,2,FINISHED,1,5ffc8f9704929111f6e922bf,
5ffc92a20a7214adca000046,5,All-receipts receipt bonus,2021-01-11T08:02:10.000000Z,2021-01-11T08:02:10.000000Z,2021-01-11T13:02:19.000000Z,2021-01-11T13:02:19.000000Z,2021-01-11T13:02:19.000000Z,5,2021-01-10T14:00:00.000000Z,1,FINISHED,3.09,5ffc92a104929111f6e923cb,Emerald
5ffc8fe80a720f05c5000031,5,All-receipts receipt bonus,2021-01-11T17:50:32.000000Z,2021-01-11T17:50:32.000000Z,2021-01-11T17:50:33.000000Z,2021-01-11T17:50:33.000000Z,2021-01-11T17:50:33.000000Z,5,2021-01-10T17:50:31.000000Z,1,FINISHED,1,54943462e4b07e684157a532,
5ffc9da10a7214adca00004d,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11T18:49:05.000000Z,2021-01-11T18:49:05.000000Z,2021-01-11T18:49:06.000000Z,2021-01-11T18:49:10.000000Z,2021-01-11T18:49:06.000000Z,500,2021-01-11T00:00:00.000000Z,4,FINISHED,27,5ffc9da0b3348b11c9338951,
5ffc9dc60a7214adca00005a,,,2021-01-11T18:49:42.000000Z,2021-01-11T18:49:42.000000Z,,2021-01-11T18:49:43.000000Z,,,2017-10-30T00:00:00.000000Z,3,REJECTED,3,5ffc9d87b3348b11c9338920,Diet Rite
5ffcb48d0a7214ad4e000002,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11T20:26:53.000000Z,2021-01-11T20:26:53.000000Z,,2021-01-11T20:26:55.000000Z,2021-01-11T20:26:55.000000Z,750,2021-01-10T20:26:53.000000Z,1,FLAGGED,1,5ffcb48d04929111f6e92594,
5ffc9da20a7214adca00004e,300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11T18:49:06.000000Z,2021-01-11T18:49:06.000000Z,2021-01-11T18:49:07.000000Z,2021-01-11T18:49:11.000000Z,2021-01-11T18:49:07.000000Z,300,2021-01-11T00:00:00.000000Z,4,FINISHED,29,5ffc9da0b3348b11c9338951,
5ffc8fa90a720f05c500002a,5,All-receipts receipt bonus,2021-01-11T17:49:29.000000Z,2021-01-11T17:49:29.000000Z,2021-01-11T17:49:30.000000Z,2021-01-11T17:49:30.000000Z,2021-01-11T17:49:30.000000Z,5,2021-01-11T17:49:29.000000Z,1,FINISHED,2.23,5ffc8f9704929111f6e922bf,Total™
5ffc9dd00a720f05c5000051,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-11T18:49:52.000000Z,2021-01-11T18:49:52.000000Z,,2021-01-11T18:49:52.000000Z,,25,2021-01-10T18:49:52.000000Z,1,FLAGGED,1,5ffc9d87b3348b11c9338920,
5ffcb4ad0a720f0515000009,5,All-receipts receipt bonus,2021-01-11T20:27:25.000000Z,2021-01-11T20:27:25.000000Z,2021-01-11T20:27:30.000000Z,2021-01-11T20:27:30.000000Z,2021-01-11T20:27:25.000000Z,5,2021-01-10T20:27:25.000000Z,2,FINISHED,1,5ffcb47d04929111f6e9256c,
5ffcb4c10a7214ad4e000014,5,All-receipts receipt bonus,2021-01-11T20:27:45.000000Z,2021-01-11T20:27:45.000000Z,2021-01-11T20:27:45.000000Z,2021-01-11T20:27:50.000000Z,2021-01-11T20:27:45.000000Z,5,2021-01-11T00:00:00.000000Z,3,FINISHED,20,5ffcb4bc04929111f6e92608,
5ffc9d9d0a720f05c5000042,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11T18:49:01.000000Z,2021-01-11T18:49:01.000000Z,2021-01-11T18:49:02.000000Z,2021-01-11T18:49:06.000000Z,2021-01-11T18:49:02.000000Z,750,2021-01-11T00:00:00.000000Z,2,FINISHED,26,5ffc9d9d04929111f6e9244f,
5ffc9d9c0a7214adca00004b,5,All-receipts receipt bonus,2021-01-11T18:49:00.000000Z,2021-01-11T18:49:00.000000Z,,2021-01-11T18:49:05.000000Z,,5,2021-01-11T00:00:00.000000Z,1,REJECTED,10,5ffc9d9cb3348b11c933893f,
5ffc8fa10a7214adca00002e,250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11T17:49:21.000000Z,2021-01-11T17:49:21.000000Z,2021-01-11T17:49:28.000000Z,2021-01-11T17:49:28.000000Z,2021-01-11T17:49:21.000000Z,250,2021-01-10T17:49:21.000000Z,2,FINISHED,1,5ffc8f9704929111f6e922bf,
5ffcb4c90a7214ad4e000016,,,2021-01-11T20:27:53.000000Z,2021-01-11T20:27:53.000000Z,2021-01-11T20:27:54.000000Z,2021-01-11T20:27:54.000000Z,2021-01-11T20:27:53.000000Z,100,2021-01-04T00:00:00.000000Z,1,FINISHED,10,5ffcb47d04929111f6e9256c,DOVE
5ffc8cb40a720f05c5000025,,,2021-01-11T07:36:52.000000Z,2021-01-11T07:36:52.000000Z,2021-01-11T12:36:56.000000Z,2021-01-11T12:36:56.000000Z,,0,2021-01-10T14:00:00.000000Z,1,FINISHED,3.09,5ffc8cb304929111f6e9229d,Classico
5ffcb4b80a7214ad4e00000d,5,All-receipts receipt bonus,2021-01-11T20:27:36.000000Z,2021-01-11T20:27:36.000000Z,,2021-01-11T20:27:41.000000Z,,5,2021-01-11T00:00:00.000000Z,1,REJECTED,10,5ffcb4b8b3348b11c9338ae1,
5ffcb4a20a720f0515000006,100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11T20:27:14.000000Z,2021-01-11T20:27:14.000000Z,2021-01-11T20:27:19.000000Z,2021-01-11T20:27:19.000000Z,2021-01-11T20:27:14.000000Z,100,2021-01-10T20:27:14.000000Z,2,FINISHED,1,5ffcb47d04929111f6e9256c,
5ffc8f990a7214adca00002d,750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-11T17:49:13.000000Z,2021-01-11T17:49:13.000000Z,2021-01-11T17:49:18.000000Z,2021-01-11T17:49:18.000000Z,2021-01-11T17:49:18.000000Z,885,2021-01-10T17:49:13.000000Z,2,FINISHED,2,5ffc8f9704929111f6e922bf,DOVE
5ffe1cbe0a7214ad28002843,,,2021-01-12T22:03:42.000000Z,2021-01-12T22:03:42.000000Z,2021-01-12T22:03:42.000000Z,2021-01-12T22:03:42.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffce7db0a720f051500236e,,,2021-01-12T00:05:47.000000Z,2021-01-12T00:05:47.000000Z,2021-01-12T00:05:49.000000Z,2021-01-12T00:05:47.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffce8570a7214ad4e003e6f,,,2021-01-12T00:07:51.000000Z,2021-01-12T00:07:51.000000Z,,2021-01-12T00:07:51.000000Z,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,
5ffce8310a7214ad4e003797,,,2021-01-12T00:07:13.000000Z,2021-01-12T00:07:13.000000Z,2021-01-12T00:07:14.000000Z,2021-01-12T00:07:13.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffe19d90a7214ad28000e62,,,2021-01-12T21:51:21.000000Z,2021-01-12T21:51:21.000000Z,2021-01-12T21:51:21.000000Z,2021-01-12T21:51:21.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffe1d030a720f05ac002c9e,,,2021-01-12T22:04:51.000000Z,2021-01-12T22:04:51.000000Z,2021-01-12T22:04:51.000000Z,2021-01-12T22:04:51.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffce8250a7214ad4e0034de,,,2021-01-12T00:07:00.000000Z,2021-01-12T00:07:00.000000Z,,2021-01-12T00:07:00.000000Z,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,
5ffcefb00a720f0515005e8d,,,2021-01-12T00:39:12.000000Z,2021-01-12T00:39:12.000000Z,,2021-01-12T00:39:12.000000Z,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,
5ffce76e0a720f0515000b48,,,2021-01-12T00:03:58.000000Z,2021-01-12T00:03:58.000000Z,2021-01-12T00:04:00.000000Z,2021-01-12T00:03:58.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffe23560a720f05ac006874,,,2021-01-12T22:31:50.000000Z,2021-01-12T22:31:50.000000Z,2021-01-12T22:31:50.000000Z,2021-01-12T22:31:50.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffe22a20a720f05ac0061d7,,,2021-01-12T22:28:50.000000Z,2021-01-12T22:28:50.000000Z,2021-01-12T22:28:50.000000Z,2021-01-12T22:28:50.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffe1dc20a7214ad28003180,,,2021-01-12T22:08:02.000000Z,2021-01-12T22:08:02.000000Z,2021-01-12T22:08:03.000000Z,2021-01-12T22:08:02.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffce88b0a7214ad4e004b22,,,2021-01-12T00:08:42.000000Z,2021-01-12T00:08:42.000000Z,,2021-01-12T00:08:42.000000Z,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,
5ffce7a70a720f05150016b0,,,2021-01-12T00:04:55.000000Z,2021-01-12T00:04:55.000000Z,,2021-01-12T00:04:55.000000Z,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,
5ffe1aa90a7214ad280015e8,,,2021-01-12T21:54:49.000000Z,2021-01-12T21:54:49.000000Z,2021-01-12T21:54:49.000000Z,2021-01-12T21:54:49.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffcef5a0a720f0515004f1a,,,2021-01-12T00:37:46.000000Z,2021-01-12T00:37:46.000000Z,2021-01-12T00:37:46.000000Z,2021-01-12T00:37:46.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffe23d70a7214ad280068f6,,,2021-01-12T22:33:59.000000Z,2021-01-12T22:33:59.000000Z,2021-01-12T22:33:59.000000Z,2021-01-12T22:33:59.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffe18b10a7214ad280003d1,,,2021-01-12T21:46:25.000000Z,2021-01-12T21:46:25.000000Z,2021-01-12T21:46:25.000000Z,2021-01-12T21:46:25.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffcef630a720f05150050ae,,,2021-01-12T00:37:55.000000Z,2021-01-12T00:37:55.000000Z,2021-01-12T00:37:55.000000Z,2021-01-12T00:37:55.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffce7ae0a7214ad4e001851,,,2021-01-12T00:05:01.000000Z,2021-01-12T00:05:01.000000Z,,2021-01-12T00:05:01.000000Z,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,
5ffce8150a7214ad4e0030a3,,,2021-01-12T00:06:44.000000Z,2021-01-12T00:06:44.000000Z,,2021-01-12T00:06:44.000000Z,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,
5ffe20290a720f05ac004a84,,,2021-01-12T22:18:17.000000Z,2021-01-12T22:18:17.000000Z,2021-01-12T22:18:17.000000Z,2021-01-12T22:18:17.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffe1c520a7214ad2800245c,,,2021-01-12T22:01:54.000000Z,2021-01-12T22:01:54.000000Z,2021-01-12T22:01:54.000000Z,2021-01-12T22:01:54.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffe1b630a7214ad28001c79,,,2021-01-12T21:57:55.000000Z,2021-01-12T21:57:55.000000Z,2021-01-12T21:57:55.000000Z,2021-01-12T21:57:55.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffce8250a720f0515003510,,,2021-01-12T00:07:01.000000Z,2021-01-12T00:07:01.000000Z,,2021-01-12T00:07:01.000000Z,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,
5ffe1fa40a7214ad2800427f,,,2021-01-12T22:16:04.000000Z,2021-01-12T22:16:04.000000Z,2021-01-12T22:16:04.000000Z,2021-01-12T22:16:04.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffce78c0a7214ad4e001045,,,2021-01-12T00:04:27.000000Z,2021-01-12T00:04:27.000000Z,,2021-01-12T00:04:27.000000Z,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,
5ffe23cf0a720f05ac006cc2,,,2021-01-12T22:33:51.000000Z,2021-01-12T22:33:51.000000Z,2021-01-12T22:33:51.000000Z,2021-01-12T22:33:51.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffcef570a720f0515004e91,,,2021-01-12T00:37:43.000000Z,2021-01-12T00:37:43.000000Z,2021-01-12T00:37:43.000000Z,2021-01-12T00:37:43.000000Z,,,2021-01-12T00:00:00.000000Z,,PENDING,28.57,59c124bae4b0299e55b0f330,Terrapin
5ffce8000a7214ad4e002b57,,,2021-01-12T00:06:22.000000Z,2021-01-12T00:06:22.000000Z,,2021-01-12T00:06:22.000000Z,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,
5fff26c20a7214ad4c00000a,5,All-receipts receipt bonus,2021-01-13T16:58:42.000000Z,2021-01-13T16:58:42.000000Z,2021-01-13T16:58:43.000000Z,2021-01-13T16:58:48.000000Z,2021-01-13T16:58:43.000000Z,5,2021-01-13T00:00:00.000000Z,2,FINISHED,29,5fff26bfb3348b03eb45bb32,
5fff0f630a7214ad28006e2d,5,All-receipts receipt bonus,2021-01-13T15:18:59.000000Z,2021-01-13T15:18:59.000000Z,2021-01-13T15:19:00.000000Z,2021-01-13T15:19:00.000000Z,2021-01-13T15:19:00.000000Z,55,2021-01-13T15:18:59.000000Z,1,FINISHED,0.99,5fff0f4fb3348b03eb45abb0,Jell-O
5fff56370a720f05f3000033,45,COMPLETE_PARTNER_RECEIPT,2021-01-13T20:21:11.000000Z,2021-01-13T20:21:11.000000Z,2021-01-13T20:21:12.000000Z,2021-01-13T20:21:12.000000Z,2021-01-13T20:21:12.000000Z,50,2021-01-12T20:21:11.000000Z,1,FINISHED,1,54943462e4b07e684157a532,Maxwell House
5fff4ca00a7214ad4c000029,,,2021-01-13T19:40:16.000000Z,2021-01-13T19:40:16.000000Z,2021-01-13T19:40:17.000000Z,2021-01-13T19:40:17.000000Z,2021-01-13T19:40:17.000000Z,800,2021-01-12T19:40:16.000000Z,9,FINISHED,89.91,5fff4beedf9ace121f0c17ea,Maxwell House
5fff26ee0a720f05f300001a,25,COMPLETE_NONPARTNER_RECEIPT,2021-01-13T16:59:26.000000Z,2021-01-13T16:59:26.000000Z,2021-01-13T16:59:26.000000Z,2021-01-13T16:59:26.000000Z,2021-01-13T16:59:26.000000Z,25,2021-02-13T16:59:26.000000Z,1,FINISHED,1,5fff2698b3348b03eb45bb10,
5fff4c910a720f05f3000026,,,2021-01-13T19:40:01.000000Z,2021-01-13T19:40:01.000000Z,2021-01-13T19:40:02.000000Z,2021-01-13T19:40:02.000000Z,2021-01-13T19:40:02.000000Z,250,2020-12-30T00:00:00.000000Z,5,FINISHED,49.95,5fff4beedf9ace121f0c17ea,Kool-Aid
